Serial_ID,Question,Lesson,Grade,Difficulty,A,B,C,D,Correct Answer
9088,"في الجملة ""محمدٌ يكتبُ الشعر""، الخبر هنا:",أحوال المبتدأ والخبر,9,صعب,كلمة (يكتب),مفردة محذوفة,جملة (يكتبُ الشعر),كلمة (الشعر),ج
9089,"في الجملة ""العاملُ يعملُ بجدٍ""، حدد نوع الخبر:",أحوال المبتدأ والخبر,9,صعب,خبر مفرد,خبر شبه جملة,خبر محذوف,خبر جملة فعلية,د
9090,"في الجملة ""الكتابُ على الطاولةِ""، نوع الخبر هو:",أحوال المبتدأ والخبر,8,صعب,خبر محذوف,خبر شبه جملة,خبر مفرد,خبر جملة اسمية,ب
9091,"في الجملة ""المدرسةُ طلابُها مجتهدون""، نوع الخبر في الجملة هو:",أحوال المبتدأ والخبر,7,سهل,خبر شبه جملة,خبر محذوف,خبر جملة اسمية,خبر مفرد,ج
9092,"في جملة: ""ثمة أمور تحتاج إلى التأمل."" ما نوع الخبر؟",أحوال المبتدأ والخبر,8,سهل,مفرد,شبه جملة جار ومجرور,شبه جملة ظرفية,جملة فعلية,ب
9093,"في جملة: ""في الحديقة أشجار كثيرة."" ما سبب تقديم الخبر على المبتدأ؟",أحوال المبتدأ والخبر,8,صعب,لأن المبتدأ معرفة والخبر نكرة,لأن الجملة فعلية,لأنه واجب التقديم بسبب اللبس,لأن الخبر شبه جملة والمبتدأ نكرة,د
9094,"في جملة: ""هنالك أمر يجب حلّه."" ما نوع الخبر المقدم؟",أحوال المبتدأ والخبر,9,صعب,جملة فعلية,شبه جملة ظرف مكان,شبه جملة جار ومجرور,جملة اسمية,ب
9095,"في جملة: ""ما أفضل المساعدة وقت الحاجة!"" ما نوع الخبر؟",أحوال المبتدأ والخبر,8,متوسط,شبه جملة جار ومجرور,جملة اسمية,مفرد,جملة فعلية مقدمة,ج
9096,"في جملة: ""في المدرسة طلاب مجتهدون."" ما نوع الخبر في الجملة؟",أحوال المبتدأ والخبر,8,متوسط,مفرد,شبه جملة ظرفية,جملة فعلية,شبه جملة جار ومجرور,ب
9097,"في جملة: ""كان الجو معتدلاً."" ما نوع خبر كان؟",أحوال المبتدأ والخبر,7,صعب,مفرد,شبه جملة جار ومجرور,جملة فعلية,جملة اسمية,أ
9098,"في جملة: ""لعل الأمل قريب."" ما نوع خبر لعل؟",أحوال المبتدأ والخبر,9,صعب,مفرد,جار ومجرور شبه جملة,جملة اسمية,جملة فعلية,أ
9099,"في جملة: ""في الليل هدوءٌ."" ما سبب تقديم الخبر؟",أحوال المبتدأ والخبر,9,متوسط,الجملة فعلية بطبيعتها,لتوضيح المعنى لأن المبتدأ نكرة,لا يجوز التقديم,لا علاقة للتقديم بالنحو,ب
9100,"في جملة: ""إن الحياة فرصٌ."" ما إعراب كلمة ""فرص""؟",أحوال المبتدأ والخبر,9,متوسط,كلمة في محل نصب,مبتدأ مؤخر ويُعرب مرفوعاً,خبر مرفوع وعلامة رفعه الضمة,بدل توضيحي وعلامة رفعه الضمة,ج
9101,"في جملة: ""هناك حب حقيقي."" ما نوع المبتدأ؟",أحوال المبتدأ والخبر,10,سهل,جملة اسمية في محل رفع,مبتدأ متأخر لأن الخبر شبه جملة,نكرة مرفوعة لأنها مسبوقة بخبر شبه جملة,مفرد مرفوع,ج
9102,في الجملة: 'العلم نور'. ما هو نوع الخبر؟,أحوال المبتدأ والخبر,7,متوسط,جملة اسمية,خبر مفرد,شبه جملة ظرفية,شبه جملة جار ومجرور,ب
9103,الجملة: 'أينَ الكتابُ؟' تنتمي إلى أي نوع من أحوال الخبر؟,أحوال المبتدأ والخبر,8,صعب,جملة اسمية,شبه جملة ظرفية,جملة فعلية,خبر مفرد,ب
9104,في الجملة: 'الطلاب مستعدون للامتحان.' ما هو إعراب 'مستعدون'؟,أحوال المبتدأ والخبر,9,متوسط,مبتدأ ثانٍ مرفوع بالضمة,خبر مرفوع وعلامة رفعه الضمة,اسم مجرور بعلامة الكسرة,خبر مرفوع وعلامة رفعه الواو لأنه جمع مذكر سالم,د
9105,في الجملة: 'في البيت رجل.' ما حكم تقديم الخبر 'في البيت'؟,أحوال المبتدأ والخبر,10,صعب,واجب لأن الخبر شبه جملة والمبتدأ نكرة,واجب لأن الخبر مفرد,غير جائز لأن المبتدأ معرفة,جائز لتوافق المعنى,أ
9106,الجملة: 'لله الأمرُ جميعًا.' أي نوع من أنواع الخبر في هذه الجملة؟,أحوال المبتدأ والخبر,9,صعب,خبر مفرد,جملة اسمية,شبه جملة جار ومجرور,شبه جملة ظرفية,ج
9107,في جملة: 'محمد مُكرِمٌ ضيفَه.' ما هو نوع الخبر؟,أحوال المبتدأ والخبر,7,صعب,جملة اسمية,شبه جملة,جملة فعلية,مفرد,د
9108,في الجملة: 'الصبرُ مفتاحُ الفرج.' ما هو إعراب 'مفتاح'؟,أحوال المبتدأ والخبر,8,متوسط,مبتدأ ثانٍ,خبر مرفوع للمبتدأ الأول,خبر للمبتدأ الثاني,مضاف إليه مجرور,ب
9109,الجملة: 'إنما المؤمنون إخوة.' أي من أحوال المبتدأ والخبر تنطبق هنا؟,أحوال المبتدأ والخبر,7,متوسط,المبتدأ معرفة والخبر نكرة مفرد,المبتدأ نكرة والخبر معرفة مفرد,المبتدأ معرفة والخبر معرفة جملة اسمية,المبتدأ معرفة والخبر معرفة مفرد,د
9110,الجملة: 'كان الرجلُ واقفًا.' ما هو نوع الخبر في هذه الجملة؟,أحوال المبتدأ والخبر,9,صعب,خبر مقدم,خبر مفرد,شبه جملة,جملة فعلية,ب
9111,الجملة: 'ما زال الظلامُ مخيمًا.' إعراب 'مخيمًا':,أحوال المبتدأ والخبر,9,متوسط,خبر منصوب لاسم كان,خبر منصوب لاسم ما زال,خبر مرفوع لاسم ما زال,اسم منصوب لكان,ب
9112,"الجملة: ""الطالب المجتهد متميز"". نوع الخبر في هذه الجملة:",أحوال المبتدأ والخبر,8,متوسط,خبر شبه جملة,خبر جملة فعلية,خبر جملة اسمية,خبر مفرد,د
9113,"الجملة: ""في الحديقة أشجار جميلة"". إعراب كلمة (أشجار):",أحوال المبتدأ والخبر,8,متوسط,مبتدأ مقدم مرفوع بالضمة,خبر مقدم مجرور بالكسرة,خبر مؤخر منصوب بالفتحة,مبتدأ مؤخر مرفوع بالضمة,د
9114,"الجملة: ""رحلة في الغابة ممتعة"". نوع الخبر في الجملة:",أحوال المبتدأ والخبر,7,سهل,خبر جملة اسمية,خبر جملة فعلية,خبر مفرد,خبر شبه جملة ظرفية,ج
9115,"الجملة: ""الذي يجتهد في عمله ناجح"". نوع الخبر في الجملة:",أحوال المبتدأ والخبر,8,سهل,خبر شبه جملة ظرفية,خبر مفرد,خبر جملة اسمية,خبر جملة فعلية,د
9116,"الجملة: ""في الصف طلاب يدرسون"". نوع الخبر في الجملة:",أحوال المبتدأ والخبر,7,سهل,خبر شبه جملة,خبر جملة اسمية,خبر جملة فعلية,خبر مفرد,أ
9117,"الجملة: ""السماء صافية"". إعراب كلمة (صافية):",أحوال المبتدأ والخبر,7,متوسط,صفة مرفوعة بالضمة,خبر مرفوع بالضمة,مبتدأ ثاني مرفوع بالضمة,مفعول فيه منصوب بالفتحة,ب
9118,"الجملة: ""إن الطالب المجتهد متفوق"". إعراب كلمة (متفوق):",أحوال المبتدأ والخبر,8,صعب,مفعول به منصوب بالفتحة,صفة منصوبة بالفتحة,خبر مرفوع بالضمة,مبتدأ ثاني مرفوع بالضمة,ج
9119,"الجملة: ""ما أجمل الطبيعة!"". إعراب كلمة (الطبيعة):",أحوال المبتدأ والخبر,8,متوسط,خبر مرفوع بالضمة,مبتدأ مرفوع بالضمة,مفعول به منصوب بالكسرة,فاعل مرفوع بالضمة,ج
9120,"الجملة: ""العقل زينة الإنسان"". وظائف كلمة (زينة):",أحوال المبتدأ والخبر,8,متوسط,مبتدأ ثاني مرفوع,خبر مفرد مرفوع,صفة للمبتدأ,خبر جملة اسمية,ب
9121,"العبارة: ""هؤلاء الطلاب متفوقون"". إعراب كلمة (متفوقون):",أحوال المبتدأ والخبر,8,صعب,مفعول به منصوب بالفتحة,صفة مرفوعة بالضمة,خبر مرفوع بالواو لأنه جمع مذكر سالم,مبتدأ مرفوع بالضمة,ج
9122,أي الجمل تحتوي على تقديم واجب للخبر على المبتدأ؟,أحوال المبتدأ والخبر,8,متوسط,الشجرة مثمرة في الحديقة,العامل في المصنع,في الحديقة شجرة مثمرة,السماء صافية اليوم,ج
9123,ما نوع الخبر في الجملة: 'الطالب مجتهد في دراسته'؟,أحوال المبتدأ والخبر,7,سهل,شبه جملة,جملة اسمية,مفرد,جملة فعلية,ج
9124,حكم تقدم الخبر في جملة: 'في المكتب كتاب قيم' هو:,أحوال المبتدأ والخبر,9,صعب,جائز التقديم,لا يجوز التقديم,ممتنع التقديم,واجب التقديم,د
9125,الخبر في الجملة 'العامل في المصنع' هو:,أحوال المبتدأ والخبر,7,متوسط,جملة فعلية,شبه جملة,جملة اسمية,مفرد,ب
9126,في جملة 'لولا التفوق لما تقدم الطلاب'، ما حال الخبر؟,أحوال المبتدأ والخبر,9,صعب,جواز الحذف,لا يجوز حذفه,واجب الحذف,يجب ذكره,ج
9127,في جملة 'اللاعب ماهر في لعبه'، الخبر هو:,أحوال المبتدأ والخبر,7,متوسط,ماهر في لعبه,في لعبه,ماهر,اللاعب,أ
9128,في جملة 'نِعْمَ العاملُ المجتهدُ في عمله'، ما نوع المبتدأ والخبر؟,أحوال المبتدأ والخبر,9,سهل,المبتدأ اسم موصول والخبر مفرد,المبتدأ اسم ظاهر والخبر شبه جملة,المبتدأ اسم ظاهر والخبر جملة فعلية,المبتدأ اسم ظاهر والخبر جملة اسمية,د
9129,في سياق الجملة 'الجندي شجاع في المعركة'، ما نوع الخبر؟,أحوال المبتدأ والخبر,8,متوسط,جملة فعلية,جملة اسمية,شبه جملة,مفرد,د
9130,ما نوع التقديم في جملة 'هناك كتاب على الطاولة'؟,أحوال المبتدأ والخبر,9,متوسط,تقديم لا يجوز,تقديم واجب,تقديم جائز,تقديم ممتنع,ب
9131,في جملة 'لولا الاجتهاد لما حقق النجاح الطلاب'، ما نوع حذف الخبر؟,أحوال المبتدأ والخبر,10,صعب,الحذف واجب,الحذف ممتنع,الحذف غير جائز,الحذف جواز,أ
9132,أي الجمل التالية تحتوي على مبتدأ مؤخر وخبر مقدم؟,أحوال المبتدأ والخبر,7,صعب,في المسجد الإمام.,الكتاب جديد.,العلم نور.,الطالب مجتهد.,أ
9133,"ما سبب تقديم الخبر على المبتدأ في جملة: ""في المكتبة كتب كثيرة""؟",أحوال المبتدأ والخبر,9,سهل,لتفخيم المبتدأ.,لأن المبتدأ نكرة والخبر شبه جملة.,لتجنب اللبس.,لوجود شبه جملة.,ب
9134,"في جملة: ""الصديق الوفي كنز ثمين."" نوع الخبر هو:",أحوال المبتدأ والخبر,8,صعب,جملة فعلية.,مفرد.,شبه جملة.,جملة اسمية.,ب
9135,"من الجملة التالية: ""النجاح في الدراسة يحتاج إلى جهد."" ما إعراب ""في الدراسة""؟",أحوال المبتدأ والخبر,8,سهل,شبه جملة لا محل لها من الإعراب.,جار ومجرور في محل رفع خبر.,مضاف إليه مجرور.,خبر مقدم.,ب
9136,"ما نوع الخبر في الجملة: ""العصفور يغني فوق الشجرة""؟",أحوال المبتدأ والخبر,7,سهل,مفرد.,جملة اسمية.,جملة فعلية.,شبه جملة.,ج
9137,"في قولنا: ""أين الكتاب؟"" ما سبب تقديم الخبر في هذه الجملة؟",أحوال المبتدأ والخبر,8,صعب,لأن الخبر اسم استفهام.,لأن المبتدأ نكرة والخبر معرفة.,لأن الخبر شبه جملة.,لوجود فعل بعد الخبر.,أ
9138,"في جملة: ""ليس في الحديقة أحد."" إعراب المبتدأ هو:",أحوال المبتدأ والخبر,9,صعب,منصوب لأنه معطوف.,مرفوع بالابتداء.,مرفوع لأنه اسم ليس.,مجرور بالباء.,ج
9139,"في جملة: ""الجندي شجاع."" إذا أردنا تحويل الخبر إلى شبه جملة، فما المثال الصحيح؟",أحوال المبتدأ والخبر,8,صعب,الجندي في شجاعة.,الجندي والذي شجاع.,الجندي في المعركة.,الجندي في المعركة شجاع.,ج
9140,"في جملة: ""ما أجمل السماء!"" إعراب ""السماء"" هو:",أحوال المبتدأ والخبر,8,سهل,اسم مجرور.,خبر مقدم.,مبتدأ.,مفعول به.,د
9141,"في قولنا: ""الكتاب جميل."" إذا أردنا الجملة بأسلوب تقديم، ما الصحيح؟",أحوال المبتدأ والخبر,8,سهل,الجميل الكتاب.,جميل الكتاب.,قد الكتاب جميل.,في الكتاب جمال.,ب
9142,"في الجملة ""الحق يُعلو ولا يُعلى عليه"": ما نوع الخبر؟",أحوال المبتدأ والخبر,9,سهل,جملة فعلية,شبه جملة,خبر مفرد,جملة اسمية,أ
9143,"ما حكم تأخير المبتدأ في الجملة ""على العلم نبني الأمم""؟",أحوال المبتدأ والخبر,10,سهل,واجب لتجنب اللبس,جائز لتقدم شبه الجملة الخبر,ممتنع لعدم تناسب التقديم مع البلاغة,واجب لضعف المعنى عند التقديم,ب
9144,"في الجملة ""الكتب في المكتبة"": لماذا يجوز تقديم الخبر؟",أحوال المبتدأ والخبر,9,سهل,لأن الكتب نكرة مسبوقة بشبه جملة,لا يجوز تقديم الخبر هنا,لأن الخبر معرفة والمبتدأ نكرة,لأنه شبه جملة معتمدة على المبتدأ,أ
9145,"ما إعراب كلمة ""متفوق"" في الجملة ""هذا الطالب متفوق""؟",أحوال المبتدأ والخبر,7,صعب,خبر مرفوع بالضمة الظاهرة,خبر مرفوع بالألف,خبر منصوب بالفتحة,مبتدأ ثان مرفوع بالضمة المقدرة,أ
9146,"الجملة ""العلم نورٌ"": ما حال المبتدأ والخبر من حيث الإفراد؟",أحوال المبتدأ والخبر,7,متوسط,المبتدأ مثنى والخبر مفرد,المبتدأ جمع والخبر جمع,المبتدأ مفرد والخبر جملة,المبتدأ مفرد والخبر مفرد,د
9147,"في الجملة ""في المسجد إمامٌ"": ما سبب جواز تقديم الخبر؟",أحوال المبتدأ والخبر,8,متوسط,لأن الخبر جاء قبل المبتدأ لأغراض بلاغية,لأن الخبر مفرد والمبتدأ نكرة,لأن الخبر معرفة والمبتدأ معرفة,لأن الخبر شبه جملة والمبتدأ نكرة,د
9148,"ما نوع المبتدأ في الجملة ""إنجازُ العلماء عظيمٌ""؟",أحوال المبتدأ والخبر,8,صعب,مبتدأ نكرة مرفوعة,مبتدأ أول مضاف,مبتدأ مؤخر معتمد,مبتدأ أول مفرد,ب
9149,"في الجملة ""الطالب متفوق في دراسته"": ما نوع الخبر؟",أحوال المبتدأ والخبر,8,متوسط,شبه جملة,مفرد,جملة اسمية,جملة فعلية,أ
9150,"في الجملة ""الحياة جميلة ولكنها شاقة"": ما نوع الخبر في كلا الجزئين؟",أحوال المبتدأ والخبر,9,متوسط,مفرد في كلا الجزئين,خبر مفرد في الأول وجملة اسمية في الثاني,خبر مفرد في الأول وشبه جملة في الثاني,مفرد في الأول وجملة فعلية في الثاني,ب
9151,"الجملة ""على الأَرض سلامٌ"": ما نوع الخبر في الجملة؟",أحوال المبتدأ والخبر,9,متوسط,جملة فعلية متأخرة,جملة اسمية متأخرة,مفرد مؤخر,شبه جملة مقدم,د
9152,أيُّ الجمل الآتية تشتمل على خبر مُقدَّم وجوبًا؟,أحوال المبتدأ والخبر,9,صعب,في الحديقة صاحبها,إن في الحديقة صاحبها,الطائرة فوق السحاب,فوق السحاب الطائرة,أ
9153,"في الجملة ""أمام المنزل شجرة كبيرة""، ما نوع تقديم الخبر؟",أحوال المبتدأ والخبر,8,متوسط,وجوبًا,خطأ نحوي,لا يجوز التقديم,جوازًا,أ
9154,ما الحالة التي يلزم فيها تقديم الخبر على المبتدأ؟,أحوال المبتدأ والخبر,9,صعب,إذا كان الخبر شبه جملة والمبتدأ نكرة غير مخصصة,إذا كان الخبر مفردًا والمبتدأ معرفة,إذا كان الخبر جملة فعلية والمبتدأ نكرة,إذا كان الخبر شبه جملة والمبتدأ معرفة,أ
9155,"في الجملة ""على الطاولة كتاب""، ما إعراب كلمة ""كتاب""؟",أحوال المبتدأ والخبر,8,متوسط,مبتدأ مؤخر مرفوع وعلامة رفعه الضمة الظاهرة,خبر مرفوع وعلامة رفعه الضمة المقدرة,خبر مرفوع وعلامة رفعه الضمة الظاهرة,مبتدأ مرفوع وعلامة رفعه الضمة المقدرة,أ
9156,"في الجملة ""إن في البحر كنوزًا عظيمة""، ما نوع الخبر؟",أحوال المبتدأ والخبر,8,صعب,جملة فعلية,شبه جملة,جملة اسمية,مفرد,ب
9157,"في الجملة ""هناك في الحديقة أزهار متفتحة""، لماذا قُدم الخبر؟",أحوال المبتدأ والخبر,10,متوسط,لأن الخبر شبه جملة والمبتدأ نكرة غير مخصصة,لأن الخبر مفرد والمبتدأ معرفة,لأن الخبر ليس له تأثير على المعنى إذا قُدم,لأنه الأسلوب الأكثر استخدامًا في الجملة,أ
9158,ما الجملة التي تحتوي على خبر جملة اسمية؟,أحوال المبتدأ والخبر,8,متوسط,الشجرة عالية,في البيت أطفال يلعبون,الطالب كتبه مرتبة,هناك سيارة جديدة,ج
9159,"في الجملة ""للنجاح شروطٌ صعبة""، ما نوع الخبر؟",أحوال المبتدأ والخبر,9,صعب,جملة اسمية,مفرد,جملة فعلية,شبه جملة,د
9160,"ما نوع المبتدأ في الجملة ""في السماء نجوم كثيرة""؟",أحوال المبتدأ والخبر,7,متوسط,مبتدأ شبه جملة,مبتدأ ضمير مستتر,مبتدأ اسم ظاهر مؤخر,مبتدأ اسم ظاهر مقدم,ج
9161,"في الجملة ""ما أجمل الطبيعة!""، ما حالة الخبر في هذه الجملة؟",أحوال المبتدأ والخبر,10,متوسط,خبر مقدم جوازًا,ليس هناك خبر,خبر مفرد,خبر شبه جملة,ب
9162,"في قوله ""الكتابُ مفيدٌ"" إذا قدّم الخبر يصبح:",أحوال المبتدأ والخبر,8,صعب,مفيدٌ الكتابَ,مفيدٌ الكتابِ,مفيدٌ الكتابُ,مفيدًا الكتابُ,ج
9163,"في الجملة ""إنَّ الطالبَ نَجاحُهُ أكيدٌ"": كلمة ""نجاحُهُ"" تعرب:",أحوال المبتدأ والخبر,9,سهل,مضاف إليه مجرور,مبتدأ مرفوع,خبر مرفوع,خبر منصوب,ب
9164,"في الجملة ""العلمُ نورٌ"": الخبر هو:",أحوال المبتدأ والخبر,7,صعب,نورٌ,مبتدأ مرفوع,العلمُ,شبه جملة,أ
9165,"في الجملة ""إنَّ في السفرِ فوائدَ"": إعراب ""فوائدَ"" هو:",أحوال المبتدأ والخبر,9,صعب,مبتدأ مؤخر مرفوع,اسم إنَّ منصوب بالفتحة,خبر إنَّ منصوب بالفتحة,خبر شبه جملة,ج
9166,"في ""الصديقُ وفيٌّ"": نوع الخبر هو:",أحوال المبتدأ والخبر,8,سهل,جملة فعلية,جملة اسمية,مفرد,شبه جملة,ج
9167,"""المجتهدُ دروسهُ منظمةٌ"": نوع الخبر هو:",أحوال المبتدأ والخبر,9,صعب,مفرد,جملة اسمية,جملة فعلية,شبه جملة,ب
9168,جملة واحدة ورد فيها حذف الخبر وجوبًا:,أحوال المبتدأ والخبر,10,متوسط,لولا المعلمُ,إنَّ المعلمَ يعرفُ الطلابَ جيدًا,الشمسُ مشرقةٌ,لولا المعلم حاضرٌ,أ
9169,"في الجملة ""أمامي كتابٌ"": الخبر هو:",أحوال المبتدأ والخبر,8,سهل,أمامي,"شبه الجملة ""أمامي""",كتابٌ,مبتدأ مؤخر,ب
9170,متى يجوز حذف المبتدأ جوازًا؟,أحوال المبتدأ والخبر,9,صعب,إذا كان الخبر يفيد وضوح المعنى دون المبتدأ,إذا كان الخبر شبه جملة,إذا كان المبتدأ نكرة والخبر شبه جملة,إذا دلت عليه قرينة,د
9171,"ما حكم تأخير الخبر ""في المكتبة كتبٌ""؟",أحوال المبتدأ والخبر,9,صعب,جوازًا لأن المبتدأ معرفة,جوازًا لأن المبتدأ نكرة,وجوبًا لأن الخبر يفيد التخصيص,وجوبًا لأن المبتدأ نكرة والخبر شبه جملة,د
9172,في جملة 'الكتاب غلافه ممزق'. حدد نوع الخبر.,أحوال المبتدأ والخبر,7,سهل,جملة اسمية,شبه جملة,مفرد,جملة فعلية,أ
9173,في جملة 'العلم نور يهدي الأمم'. ما نوع الخبر هنا؟,أحوال المبتدأ والخبر,7,صعب,جملة اسمية,جملة فعلية,مفرد,شبه جملة,ب
9174,في جملة 'الحديقة أشجارها مليئة بالثمار'. نوع الخبر هو:,أحوال المبتدأ والخبر,6,متوسط,جملة فعلية,شبه جملة,مفرد,جملة اسمية,د
9175,في جملة 'هذا الكتاب مفيد'. نوع الخبر هو:,أحوال المبتدأ والخبر,7,صعب,شبه جملة,جملة فعلية,مفرد,جملة اسمية,ج
9176,في جملة 'الصيف حرارته مرتفعة'. ما نوع الخبر في الجملة؟,أحوال المبتدأ والخبر,7,صعب,مفرد,جملة فعلية,جملة اسمية,شبه جملة,ج
9177,في جملة 'الطريق أمامك طويلة'. نوع الخبر هو:,أحوال المبتدأ والخبر,8,متوسط,مفرد,جملة اسمية,جملة فعلية,شبه جملة,د
9178,في جملة 'على الطاولة كتاب مفتوح'. نوع الخبر هو:,أحوال المبتدأ والخبر,7,متوسط,جملة اسمية,جملة فعلية,مفرد,شبه جملة,د
9179,في جملة 'الجنة تحت أقدام الأمهات'. نوع الخبر هو:,أحوال المبتدأ والخبر,7,متوسط,شبه جملة,مفرد,جملة اسمية,جملة فعلية,أ
9180,في جملة 'النجاح هدف يسعى إليه الجميع'. نوع الخبر هو:,أحوال المبتدأ والخبر,8,صعب,جملة فعلية,مفرد,شبه جملة,جملة اسمية,أ
9181,في جملة 'الطائرة تحلق بسرعة'. نوع الخبر هو:,أحوال المبتدأ والخبر,10,صعب,مفرد,شبه جملة,جملة اسمية,جملة فعلية,د
9182,أيُّ العبارات التالية تُعبر عن جملة تحتوي على خبر شبه جملة؟,أحوال المبتدأ والخبر,7,سهل,في البيت طعام.,الطالب مجتهد في دراسته.,الكتاب مفيد.,الطائرة سريعة.,أ
9183,"في جملة: ""الحق واضح""، ما نوع الخبر؟",أحوال المبتدأ والخبر,7,سهل,خبر مفرد.,خبر شبه جملة.,خبر مقدم.,خبر جملة فعلية.,أ
9184,"في جملة ""للفضيلة ثوابها""، لماذا تقدم الخبر على المبتدأ؟",أحوال المبتدأ والخبر,9,صعب,لأن القاعدة النحوية تسمح بذلك.,لأنه للتوكيد.,لأن المبتدأ نكرة والخبر شبه جملة.,لأن الخبر واجب التقديم.,ج
9185,"ما حكم تقدم الخبر على المبتدأ في جملة ""عندي كتاب""؟",أحوال المبتدأ والخبر,10,صعب,ممتنع.,جائز.,واجب.,مستحيل.,ج
9186,"لماذا يُعتبر الخبر مفردًا في جملة ""القمر جميل""؟",أحوال المبتدأ والخبر,7,صعب,لأن الخبر شبه جملة.,لأن الخبر جملة اسمية.,لأن الخبر كلمة واحدة فقط.,لأن الخبر جملة فعلية.,ج
9187,"في جملة ""إن في الاجتهاد فوزًا""، ما نوع الخبر؟",أحوال المبتدأ والخبر,8,صعب,شبه جملة جار ومجرور.,شبه جملة ظرفية.,مفرد.,جملة اسمية.,أ
9188,"كيف يُعرب المبتدأ في جملة ""أمامَ البيتِ سيارة""؟",أحوال المبتدأ والخبر,8,سهل,مبتدأ مقدم منصوب.,مبتدأ مرفوع.,مبتدأ مرفوع وعلامة رفعه الضمة.,مبتدأ مؤخر مرفوع.,د
9189,"في جملة ""النجاح ثماره عظيمة""، لماذا يعتبر الخبر جملة اسمية؟",أحوال المبتدأ والخبر,7,صعب,لأن الخبر جملة اسمية تتكون من مبتدأ وخبر.,لأن الخبر يحتوي على جار ومجرور.,لأن الخبر يصف المبتدأ بشكل تفصيلي.,لأن الخبر جملة فعلية تبدأ بفعل ماضي.,أ
9190,ما الفرق بين الخبر المفرد والخبر شبه الجملة؟,أحوال المبتدأ والخبر,9,صعب,الخبر شبه الجملة دائمًا يكون مؤخرًا، أما الخبر المفرد فمقدم.,الخبر المفرد يظهر في بداية الجملة، بينما شبه الجملة في نهايتها.,الخبر المفرد يعتمد على مبتدأ فقط، بينما شبه الجملة تحتاج إلى تكوين إضافي.,الخبر المفرد كلمة واحدة فقط، أما شبه الجملة فهي جار ومجرور أو ظرف.,د
9191,"في جملة ""الكتاب على الطاولة""، ما نوع الخبر؟",أحوال المبتدأ والخبر,8,صعب,خبر مفرد.,خبر شبه جملة جار ومجرور.,خبر شبه جملة ظرفية.,خبر جملة اسمية.,ب
9192,ما هو حكم المبتدأ إذا كان نكرة والخبر شبه جملة؟,أحوال المبتدأ والخبر,9,صعب,لا يجوز أن يأتي المبتدأ نكرة في كل الأحوال.,يجب تقديم الخبر على المبتدأ في هذه الحالة.,يجوز أن يأتي المبتدأ نكرة مع شبه جملة خبر.,يلزم حذف المبتدأ في هذه الحالة.,ج
9193,"في الجملة ""في الحديقة أزهارٌ جميلة""، ما نوع الخبر؟",أحوال المبتدأ والخبر,9,متوسط,خبر جملة فعلية.,خبر جملة اسمية.,خبر شبه جملة.,خبر مفرد.,ج
9194,"في الجملة: ""لولا التعاون لما حققنا النجاح""، ما هو حكم الخبر؟",أحوال المبتدأ والخبر,10,سهل,خبر محذوف وجوباً.,خبر مؤخر جوازاً.,خبر مقدم وجوباً.,خبر محذوف جوازاً.,أ
9195,"في الجملة ""الصبرُ مفتاحُ الفرجِ""، ما هي حالة المبتدأ والخبر؟",أحوال المبتدأ والخبر,7,سهل,المبتدأ والخبر كلاهما مرفوعان.,المبتدأ منصوب والخبر مرفوع.,المبتدأ والخبر كلاهما مجروران.,المبتدأ مرفوع والخبر مجرور.,أ
9196,"في الجملة ""للنجاحِ أسبابٌ عديدةٌ""، ما هو حكم تقديم الخبر؟",أحوال المبتدأ والخبر,10,متوسط,التقديم ممتنع لأن المبتدأ معرفة.,التقديم واجب إذا كان المبتدأ نكرة.,التقديم واجب لأن الخبر شبه جملة.,التقديم جائز إذا أفاد المعنى.,ج
9197,"في الجملة ""الطالبُ مستعدٌ للامتحان""، ما هو نوع الخبر؟",أحوال المبتدأ والخبر,8,صعب,خبر جملة اسمية.,خبر شبه جملة.,خبر مفرد.,خبر جملة فعلية.,ج
9198,"في الجملة ""إن العلمَ نورٌ""، ما هي حالة الخبر؟",أحوال المبتدأ والخبر,10,صعب,خبر منصوب وجوباً.,خبر في محل جزم.,خبر مرفوع على الأصل.,خبر مجرور بالكسرة.,ج
9199,"الجملة ""ما النجاحُ إلا نتيجةُ الاجتهاد""، ما هو نوع الخبر؟",أحوال المبتدأ والخبر,9,متوسط,خبر قصر.,خبر مثبت.,خبر جملة فعلية.,خبر مقدم على المبتدأ.,أ
9200,"في الجملة ""جاء الحقُ وزهق الباطلُ""، ما هو حكم حذف الخبر؟",أحوال المبتدأ والخبر,10,صعب,الحذف جائز ولكن مختص بالحالة الإسنادية.,الحذف واجب إذا كان الخبر متكرراً.,الحذف ممتنع لأنه يقع بعد فعل ماضٍ.,الحذف جائز إذا دل السياق على معناه.,د
9201,"في الجملة ""لولا الماءُ لهلك الزرعُ""، ما هو حكم حذف الخبر؟",أحوال المبتدأ والخبر,9,متوسط,الحذف جائز لأن المعنى مفهوم.,الحذف يجوز إذا كان المبتدأ معرفة.,الحذف واجب لأن أسلوب لولا يحتم ذلك.,الحذف ممتنع في هذه الجملة.,ج
9202,"ما نوع الخبر في الجملة: ""الحق أبلج""؟",أحوال المبتدأ والخبر,7,متوسط,جملة فعلية,مفرد,جملة اسمية,شبه جملة,ب
