SerialID,Source,orgSerial,Grade,GradeName,Lesson,DifficultyLevel,DifficultyName,Question,A,B,C,D,Explanation,GPT-4o-mini,GPT-4o-mini-Correct,GPT4o-mini-Lesson
9663,تطبيق نحو,10882,11,ما قبل الثالث الثانوي,,2,متوسط,لا تكن كاذبًا ....... صادقًا. ,لكن,و,لا,غير ذلك ,أداة العطف (لكن) تُسبَق بنفيٍ أو نهيٍ. ,تطبيقي,,العطف
9664,تطبيق نحو,11577,11,ما قبل الثالث الثانوي,,2,متوسط,يا مصريِّين حافِظوا على وطنكم. بالإتيان بالمفرد من كلمة (مصريِّين) تصبح الجملة: ,يا مصريًّا حافِظ على وطنكَ ,يا مصريُّ حافِظ على وطنكَ ,يا مصريًّة حافِظي على وطنكِ ,يا مصريُّون حافِظوا على وطنكم ,المنادى في الجملة الأصليَّة نكرة غير مقصودة؛ لأنَّه ورد منصوبًا، وعندما نأتي بالمفرد منه يجب أن يكون منصوبًا منوَّنًا. ,تطبيقي,,المنادى
9665,تطبيق نحو,11659,11,ما قبل الثالث الثانوي,,2,متوسط,هو الله الذي لا إله إلا هو الملك القدُّوس السلام المؤمن المهيمن العزيز الجبَّار المتكبِّر ....  . في الآية من أسماء الفاعل الثلاثيَّة ....... ,لا يوجد ,اسم فاعل ثلاثيٌّ واحد ,اسما فاعل ثلاثيَّان ,ثلاثة أسماء فاعل ثلاثيَّة ,لا يوجد في الآية أسماء فاعل ثلاثيَّة. ,قواعد نظرية,,اسم الفاعل
9666,تطبيق نحو,11547,11,ما قبل الثالث الثانوي,,2,متوسط,اشتريتُ ....... كتاب. ,مائتي ,خمسة عشر ,سبع عشرة ,ثمانية ,تمييز المائة ومضاعفاتها يكون مفردًا مجرورًا، وتُحذَف النون من كلمة (مائتين) للإضافة.,تطبيقي,,التمييز
9667,تطبيق نحو,11508,11,ما قبل الثالث الثانوي,,2,متوسط,صيغة المبالغة من الفعل الماضي (قال) هي ....... ,مقوال,مُقال,قائل,يقول,كلمة (مقوال) : صيغة مبالغة على وزن (مفعال) . ,قواعد نظرية,,صيغ المبالغة
9668,تطبيق نحو,11674,11,ما قبل الثالث الثانوي,,2,متوسط,هل شربتَ الماء ....... العصير؟ ,أم ,أو ,لكن ,غير ذلك ,أداة العطف (أم) تُسبَق باستفهام. ,تطبيقي,,العطف
9669,تطبيق نحو,11759,11,ما قبل الثالث الثانوي,,2,متوسط,فاز بالمباراة ....... ,الفريقُ الأفضلُ ,الفريقُ الأفضلَ ,الفريقَ الأفضلُ ,الفريقَ الأفضلَ ,الفاعل مرفوع، والنعت يتبع المنعوت.,تطبيقي,,اسم التفضيل
9670,تطبيق نحو,10843,11,ما قبل الثالث الثانوي,,2,متوسط,ينبت الزرع حيث يكون الماء. كلمة (الماء) : ,مرفوعة ,منصوبة,مجرورة,مبنيَّة ,الفعل (يكون) ورد في الجملة تامًّا؛ لأنَّه اكتفى بمرفوعه. ,قواعد نظرية,,كان وأخواتها
9671,تطبيق نحو,11376,11,ما قبل الثالث الثانوي,,2,متوسط,الطبيب البارع ....... الكثير من الأمراض الخطيرة. أكمل بفعل معتلّ لفيف مقرون.  ,يداوي ,يعالج ,يشفي ,يقضي على ,الفعل (يداوي) فعل معتلّ لفيف؛ لأن أصله: (دوى) . ,تطبيقي,,الصحيح والمعتل من الأفعال
9672,تطبيق نحو,11474,11,ما قبل الثالث الثانوي,,2,متوسط,المؤمن ....... صلاتَهُ. ,مؤدٍّ ,مؤدِّي,مؤدِّيًا,مؤدِّيان,تُحذَف الياء من الاسم المنقوص (الذي ينتهي بياء) النكرة في حالتي الرفع والجرِّ.  ,تطبيقي,,اسم الفاعل
9673,تطبيق نحو,10947,11,ما قبل الثالث الثانوي,,2,متوسط,ذاكِروا دروسكم، وأخلِصوا العمل؛ لتنجحوا باجتهاد. في هذه الجملة من الأفعال المضارعة المنصوبة: ,فعل واحد ,فعلان,ثلاثة أفعال,لا يوجد ,الفعل الوحيد المعرب في الجملة هو (تنجحوا) ، وهو منصوب بعد لام التعليل، وعلامة النصب حذف النون؛ لأنَّه من الأفعال الخمسة. ,تطبيقي,,نصب الفعل المضارع للمرحلة الثانوية
9674,تطبيق نحو,11020,11,ما قبل الثالث الثانوي,,2,متوسط,كن مطيعًا ....... ,والديكَ,والداكَ,الوالدان ,غير ذلك ,إعراب كلمة (والديكَ) : مفعول به لاسم الفاعل منصوب، وعلامة النصب الياء، وحُذِفت النون للإضافة (كاف الخطاب وقعت مضافًا إليه) . ,تطبيقي,,الأسماء الخمسة
9675,تطبيق نحو,10898,11,ما قبل الثالث الثانوي,,2,متوسط,عند الكشف في المعجم عن معنى كلمة آخر حروفها الأصليَّة ألفًا: ,تُرَدُّ إلى أصلها ,تُحذَف ,تبقى كما هي ,تُقلَب إلى ياء ,عند الكشف في المعجم عن معنى كلمة وسط أو آخر حروفها الأصليَّة ألف تُرَدُّ إلى أصلها. ,قواعد نظرية,,الكشف في المعجم
9676,تطبيق نحو,11051,11,ما قبل الثالث الثانوي,,2,متوسط,أداة العطف (بل) تفيد ....... ,الإضراب,الترتيب مع السرعة,الاستدراك,الترتيب مع التراخي,أداة العطف (بل) تفيد الإضراب. ,قواعد نظرية,,العطف
9677,تطبيق نحو,10875,11,ما قبل الثالث الثانوي,,2,متوسط,من علامات نصب الفعل المضارع: ,حذف النون ,حذف حرف العلَّة ,الضمة ,ثبوت النون ,علامات نصب الفعل المضارع هي الفتحة الظاهرة، والفتحة المقدَّرة، وحذف النون، أما (حذف حرف العلَّة) فهي من علامات جزم الفعل المضارع. ,قواعد نظرية,,نصب الفعل المضارع للمرحلة الثانوية
9678,تطبيق نحو,11145,11,ما قبل الثالث الثانوي,,2,متوسط,سلَّمتُ على صديقي سلام المشتاق. إعراب كلمة (المشتاق) : ,مضاف إليه,مفعول به,فاعل,مفعول مطلق,المضاف إليه مجرور دائمًا. ,تطبيقي,,المفعول المطلق
9679,تطبيق نحو,11055,11,ما قبل الثالث الثانوي,,2,متوسط,الشركة مبنيَّة على مساحة كبيرة من الأرض. كلمة (مبنيَّة) : ,اسم مفعول ثلاثيٌّ,اسم مفعول غير ثلاثيٍّ,اسم فاعل ثلاثيٌّ,اسم فاعل غير ثلاثيٍّ,اسم المفعول من الفعل (بُني) هو (مبنيّ) أو (مبنيَّة) . ,قواعد نظرية,,اسم المفعول
9680,تطبيق نحو,11040,11,ما قبل الثالث الثانوي,,2,متوسط,لِـ ....... بواجبك. ,تقم، أو تقومنَّ ,تقوم,تقمنَّ,تقوم، أو تقومنَّ ,الفعل في الجملة جائز التوكيد بالنون؛ لأنَّه يدلُّ على طلبٍ. ,تطبيقي,,الأفعال الخمسة
9681,تطبيق نحو,10852,11,ما قبل الثالث الثانوي,,2,متوسط,إنَّني المعلِّم أعمل بجدٍّ. جملة (أعمل بجدٍّ) وقعت: ,خبرًا لـ (إنَّ),نعتًا للمعلِّم,حال من (المعلِّم),نعتًا للضمير المتَّصل ,الخبر (خبر المبتدأ، أو خبر [إنَّ ] وأخواتها، أو خبر [كان ] وأخواتها) قد يكون مفردًا، أو جملةً، أو شبه جملةٍ. ,تطبيقي,,إن وأخواتها
9682,تطبيق نحو,11463,11,ما قبل الثالث الثانوي,,2,متوسط,ما أصفى ماء النيل. الفعل (أصفى) : ....... ,فعل جامد,فعل متصرِّف,فعل معرب,فعل مضارع,إعراب (أصفى) : فعل ماضٍ جامد مبنيٌّ على الفتح. ,قواعد نظرية,,الإعراب والبناء
9683,تطبيق نحو,11498,11,ما قبل الثالث الثانوي,,2,متوسط,حرف واحد مما يلي هو أحد حروف الزيادة: ,التاء,الباء,القاف,الدال,حروف الزيادة جُمِعت في كلمة (سألتمونيها) . ,قواعد نظرية,,المجرد والمزيد
9684,تطبيق نحو,11308,11,ما قبل الثالث الثانوي,,2,متوسط,الجملة المعطوفة على جملة الحال تكون ....... ,في محلِّ نصب ,في محلِّ جرٍّ,في محلِّ رفع,لا محلَّ لها من الإعراب,الجملة المعطوفة تأخذ حكم الجملة التي عُطِفت عليها. ,قواعد نظرية,,العطف
9685,تطبيق نحو,11223,11,ما قبل الثالث الثانوي,,2,متوسط,إنَّ المتواضع لـ....... بخلقه.,سامٍ,سامي,ساميًا ,غير ذلك ,اللام المزحلقة لا تؤثِّر في الفعل المضارع، والاسم المنقوص النكرة تُحذَف ياؤه في حالتي الرفع والجرِّ.,تطبيقي,,إن وأخواتها
9686,تطبيق نحو,11134,11,ما قبل الثالث الثانوي,,2,متوسط,إنَّ العمل الصالح ينفع صاحبه. علامة إعراب كلمة (الصالح) هي ....... ,الفتحة ,الضمة,الكسرة,غير ذلك ,الاسم المنعوت في الجملة ورد منصوبًا؛ لأنه اسم (إنَّ) ، ولذلك جاء النعت منصوبًا. ,تطبيقي,,إن وأخواتها
9687,تطبيق نحو,11059,11,ما قبل الثالث الثانوي,,2,متوسط,كلمة واحدة مما يلي تُنصَب بالفتحة: ,شباب ,مخلصِين,ناجحات,كبيرَين ,كلمة (شباب) جمع تكسير، وجمع التكسير يُرفَعُ بالضمة، ويُنصَبُ بالفتحة، ويُجَرُّ بالكسرة. ,قواعد نظرية,,إعراب المثنى والجموع بأنواعها
9688,تطبيق نحو,11563,11,ما قبل الثالث الثانوي,,2,متوسط,لا يمكن صياغة اسم التفضيل من الفعل (زرق) بطريقةٍ مباشرةٍ، والسبب: ,أنَّ الوصف منه على وزن (أفعل) الذي مؤنَّثه على وزن (فعلاء) ,أنَّه فعل جامد ,أنَّه فعل ناقص ,أنَّه فعل غير قابل للتفاوت ,الفعل (زرق) يأتي الوصف منه على وزن (أفعل) (أزرق) الذي مؤنَّثه على وزن (فعلاء) (زرقاء) . ,قواعد نظرية,,اسم التفضيل
9689,تطبيق نحو,11131,11,ما قبل الثالث الثانوي,,2,متوسط,لا العمر باقٍ، ولا الصحة تدوم. إعراب كلمة (باقٍ) : ,خبر المبتدأ مرفوع بالضمة,خبر(لا) النافية للجنس مرفوع بالضمة ,اسم مجرور,مضاف إليه مجرور,(لا) النافية للجنس غير عاملة في الجملة؛ لأنَّ اسمها معرفة. ,تطبيقي,,لا النافية للجنس
9690,تطبيق نحو,11744,11,ما قبل الثالث الثانوي,,2,متوسط,تهتمُّ الفتاة بمظهرها الشخصيِّ. إعراب كلمة (الشخصيِّ) : ,نعت مجرور ,نعن مرفوع ,نعت منصوب ,مضاف إليه مجرور ,كلمة (مظهرها) معرَّفة بإضافتها إلى الضمير المتَّصل، وكلمة (الشخصيِّ) معرَّفة بـ (أل) ؛ ولذلك فإنَّ كلمة (الشخصيِّ) تُعرَب نعتًا مجرورًا. ,تطبيقي,,النعت المفرد، وغير المفرد
9691,تطبيق نحو,11490,11,ما قبل الثالث الثانوي,,2,متوسط,إذا كان الفعل منفيًّا فإنَّه ....... ,يمكن التعجُّب منه بطريقةٍ غير مباشرةٍ ,يمكن التعجُّب منه بطريقةٍ مباشرةٍ ,لا يمكن التعجُّب منه,غير ذلك,الفعل المنفيُّ والفعل المبنيٌّ للمجهول يمكن التعجُّب منهما بطريقةٍ غير مباشرةٍ عن طريق الإتيان باسم تفضيل مساعد ثم المصدر المؤوَّل من الفعل. ,قواعد نظرية,,أدوات النفي وأدوات الاستفهام
9692,تطبيق نحو,11292,11,ما قبل الثالث الثانوي,,2,متوسط,وزن كلمة (قوانين) : ....... ,فواعيل ,مفاعيل,فعاليل,أفاعيل,كلمة (قوانين)على وزن: (فواعيل) ، وأصلها: قنن. ,قواعد نظرية,,الميزان الصرفي
9693,تطبيق نحو,10861,11,ما قبل الثالث الثانوي,,2,متوسط,الفعل الماضي (اشتدَّ) : ,مزيد بألف الوصل والتاء ,مزيد بألف الوصل والتضعيف ,مزيد بالتضعيف ,مزيد بالتاء والتضعيف ,الفعل الماضي (اشتدَّ) أصله: (شدَّ) ؛ ولذلك فهو مزيد بألف الوصل والتاء. ,قواعد نظرية,,المجرد والمزيد
9694,تطبيق نحو,11605,11,ما قبل الثالث الثانوي,,2,متوسط,كلمة (شارع) تُجمَع: ,جمع تكسير ,جمع مذكَّر سالم ,جمع مؤنَّث سالم ,غير ذلك ,كلمة (شارع) تُجمَع جمع تكسير، وجمعها (شوارع) . ,قواعد نظرية,,إعراب المثنى والجموع بأنواعها
9695,تطبيق نحو,11564,11,ما قبل الثالث الثانوي,,2,متوسط,كانت الفاكهة طعمها لذيذ. إذا أردنا أن نجعل الخبر الجملة الاسميَّة خبرًا مفردًا فإنَّ الصواب ممَّا يلي هو: ,كانت الفاكهة لذيذة الطعم ,كانت الفاكهة يزداد طعمها حلاوةً ,كان للفاكهة طعم لذيذ ,غير ذلك ,الصواب: كانت الفاكهة لذيذة الطعم. ,تطبيقي,,كان وأخواتها
9696,تطبيق نحو,11528,11,ما قبل الثالث الثانوي,,2,متوسط,خالد مُحترِمٌ ....... ,أباه,أبوه,أبيه,غير ذلك,إعراب كلمة (أباه) : مفعول به لاسم الفاعل قبله (كلمة [محترم ]) منصوب، وعلامة النصب الألف؛ لأنَّه من الأسماء الخمسة. ,تطبيقي,,علامات إعراب المضاف إليه
9697,تطبيق نحو,11622,11,ما قبل الثالث الثانوي,,2,متوسط,جملة واحدة ممَّا يلي ورد المنادى فيها منصوبًا: ,يا طالباتٍ، اجتهِدن ,يا طالباتُ، اجتهِدن ,يا طلاب، اجتهِدوا ,يا مسلمون، اتَّقوا الله ,يُنصَب المنادى بالكسرة إذا كان جمع مؤنَّثٍ سالمًا بالكسرة بشرط أن يكون مضافًا، أو شبيهًا بالمضاف، أو نكرةً غير مقصودةٍ. ,تطبيقي,,المنادى
9698,تطبيق نحو,11385,11,ما قبل الثالث الثانوي,,2,متوسط,زرع القطن في مصر. هذه الجملة: ,مبنية للمجهول,مبنية للمعلوم,جملة اسميَّة,جملة منفية,جملة (زُرِع القطنُ في مصر) مبنية للمجهول. ,تطبيقي,,بناء الفعل للمجهول
9699,تطبيق نحو,11519,11,ما قبل الثالث الثانوي,,2,متوسط,لا تكن بخيلا ....... كريمًا. ,لكن ,لا,ثم,و,أداة العطف (لكن) تُسبَق بنفيٍ أو نهيٍ. ,تطبيقي,,العطف
9700,تطبيق نحو,10869,11,ما قبل الثالث الثانوي,,2,متوسط,المرء مخبوءة أخلاقه تحت لسانه. خبر المبتدأ في الجملة هو: ,كلمة (مخبوءة) ,كلمة (أخلاقه) ,شبه الجملة ( تحت لسانه) ,ضمير مستتر,إعراب كلمة (مخبوءة) : خبر مرفوع. ,تطبيقي,,علامات إعراب الفاعل والمبتدأ والخبر
9701,تطبيق نحو,11032,11,ما قبل الثالث الثانوي,,2,متوسط,قرأتُ الكتاب كتاب العلوم. إعراب كلمة (كتاب) : ,بدل,توكيد لفظيٌّ,توكيد معنويٌّ,خبر لمبتدأ محذوف,إعراب كلمة (كتاب) : بدل منصوب. ,تطبيقي,,التوكيد
9702,تطبيق نحو,11232,11,ما قبل الثالث الثانوي,,2,متوسط,واحد مما يلي ليس من أنواع الاسم المختصِّ: ,نكرة,معرَّف بأل,مضاف إلي المعرَّف,كلمة (أي),الاسم المختصُّ إما أن يكون معرَّفًا، أو مضافًا إلي المعرَّف، أو كلمة (أي) ، أو (أية) . ,قواعد نظرية,,المعرب والمبني من الأسماء
9703,تطبيق نحو,10890,11,ما قبل الثالث الثانوي,,2,متوسط,اسم الآلة ينقسم إلى: ,قياسيٍّ، وسماعيٍّ,ثلاثيٍّ، وغير ثلاثيٍّ,لفظيٍّ، ومعنويٍّ ,مفرد، وجملة، وشبه جملة ,اسم الآلة ينقسم إلى: قياسيٍّ، وسماعيٍّ. ,قواعد نظرية,,اسم الآلة
9704,تطبيق نحو,11056,11,ما قبل الثالث الثانوي,,2,متوسط,كاد المطر ينزل. جملة (ينزل) وقعت في محلِّ: ,نصب,رفع,جرٍّ,جزم ,خبر (كاد) وأخواتها يكون جملةً في محلِّ نصب دائمًا. ,تطبيقي,,كاد وأخواتها
9705,تطبيق نحو,11618,11,ما قبل الثالث الثانوي,,2,متوسط,صافحتُ اللاعبين ....... لاعب. ,غير ,إلا ,ما عدا ,ما خلا ,لو كانت (إلا) هي الإجابة الصحيحة لوجب نصب ما بعدها؛ لأنَّ الاستثناء في الجملة تامٌّ مثبت، والمستثنى بعد (ما خلا) و (ما عدا) واجب النصب؛ ولذلك فإنَّ الإجابة الصحيحة هي (غير) . ,تطبيقي,,الاستثناء
9706,تطبيق نحو,11045,11,ما قبل الثالث الثانوي,,2,متوسط,ومن الناس مَن يجادل في الله بغير علم  . نوع (مَن) في الآية ....... ,موصولة,شرطيَّة,استفهاميَّة,نافية,(مَن) في الآية موصولة. ,تطبيقي,,أنواع من
9707,تطبيق نحو,11116,11,ما قبل الثالث الثانوي,,2,متوسط,كتبتُ خمسة ..... ,موضوعات,صفحات,مقال,كلمات ,الأعداد من 3 : 10 تخالف المعدود في التذكير والتأنيث.,تطبيقي,,الأسماء الخمسة
9708,تطبيق نحو,10977,11,ما قبل الثالث الثانوي,,2,متوسط,علامة جرِّ الأسماء الخمسة هي نفس علامة جرِّ: ,جمع المذكَّر السالم,جمع المؤنَّث السالم,جمع التكسير,المفرد ,كلٌّ من الأسماء الخمسة والمثنَّى وجمع المذكَّر السالم يُجَرُّ بنفس العلامة (وهي الياء) . ,قواعد نظرية,,علامات إعراب المضاف إليه
9709,تطبيق نحو,11238,11,ما قبل الثالث الثانوي,,2,متوسط,لا رادَّ لقضاء الله. خبر (لا) النافية للجنس في الجملة نوعه: ,شبه جملة,مفرد,جملة اسميَّة,جملة فعليَّة,خبر (لا) النافية للجنس في الجملة هو شبه الجملة (لقضاء الله) . ,قواعد نظرية,,أنواع الخبر
9710,تطبيق نحو,11626,11,ما قبل الثالث الثانوي,,2,متوسط,صوت المذياع مرتفع. الكلمة الوحيدة المجرورة في الجملة هي: ,المذياع ,صوت ,مرتفع ,غير ذلك ,إعراب كلمة (المذياع) : مضاف إليه مجرور، وعلامة الجرِّ الكسرة. ,تطبيقي,,علامات إعراب المضاف إليه
9711,تطبيق نحو,11743,11,ما قبل الثالث الثانوي,,2,متوسط,إنَّكما تؤدِّيان واجبكما. في الجملة من الضمائر المتَّصلة: ,ثلاثة ضمائر ,ضمير واحد ,ضميران ,أربعة ضمائر ,في الجملة ثلاثة ضمائر متَّصلة: كاف الخطاب في (إنَّكما) ، وألف الاثنين في (تؤدِّيان) ، وكاف الخطاب في (واجبكما) . ,قواعد نظرية,,الضمائر المنفصلة والمتصلة
9712,تطبيق نحو,11544,11,ما قبل الثالث الثانوي,,2,متوسط,(عاد) الرجل من عمله نشيطًا – (أعاد) الرجل الحقَّ لأصحابه. ,الفعل الأوَّل لازم، والثاني متعدٍّ ,الفعل الأوَّل متعدٍّ، والثاني لازم ,الفعلان لازمان ,الفعلان متعدِّيان ,الفعل الأوَّل لازم، والثاني متعدٍّ. ,تطبيقي,,الفعل التام، والفعل الناقص
9713,تطبيق نحو,11353,11,ما قبل الثالث الثانوي,,2,متوسط,هاتان طالبتان مجتهدتان. إعراب (هاتان) : ,مبتدأ مرفوع بالألف,مبتدأ مرفوع بثبوت النون,مبنيَّة في محلِّ رفع مبتدأ,غير ذلك,أسماء الإشارة كلُّها مبنيَّة، ما عدا المثنَّى منها. ,تطبيقي,,إعراب المثنى والجموع بأنواعها
9714,تطبيق نحو,11568,11,ما قبل الثالث الثانوي,,2,متوسط,واللهِ ....... واجبي الآن. ,لسوف أؤدِّي ,لسوف أؤدِّين ,لأؤدِّين ,أؤدِّين ,إذا ورد بالجملة كلمة تدلُّ على الماضي أو الحال يكون الفعل ممتنع التوكيد بالنون. ,تطبيقي,,الأفعال الخمسة
9715,تطبيق نحو,11106,11,ما قبل الثالث الثانوي,,2,متوسط,الفعل (يتعاون) نوعه: ,معتلّ أجوف,معتلّ لفيف,معتلّ ناقص,معتلّ مثال ,أصل الفعل: (عَوَنَ) ، والفعل المعتلّ الأجوف هو ما كان أوسط حروفه الأصلية حرف علَّة. ,قواعد نظرية,,الصحيح والمعتل من الأفعال
9716,تطبيق نحو,11535,11,ما قبل الثالث الثانوي,,2,متوسط,كان التلميذان يجتهدان. إذا أردنا أن نجعل خبر (كان) في الجملة مفردًا فإنَّنا نقول: ,كان التلميذان مجتهدَين ,كان التلميذان مجتهدان  ,كان التلميذان مجتهدِين ,كان التلميذان اجتهادهما كبير ,الصواب: كان التلميذان مجتهدَين. ,تطبيقي,,كان وأخواتها
9717,تطبيق نحو,11067,11,ما قبل الثالث الثانوي,,2,متوسط,كلُّ ما يلي أسماء آلة قياسيَّة، ما عدا: ,سكِّين,مِصعد,ثلاجة,ساقية ,كلمة (سِكِّين) اسم آلة غير قياسيٍّ. ,قواعد نظرية,,اسم الآلة
9718,تطبيق نحو,10837,11,ما قبل الثالث الثانوي,,2,متوسط,وزن واحد مما يلي ليس من أوزان اسم الآلة: ,مَفعل,مِفعل,مِفعلة,مِفعال,وزن (مَفعَل) من أوزان اسمَي الزمان والمكان. ,قواعد نظرية,,الميزان الصرفي
9719,تطبيق نحو,10857,11,ما قبل الثالث الثانوي,,2,متوسط,ما أشد زرقة السماء . تعجَّبنا من الفعل في الجملة بطريقةٍ غير مباشرة؛ لأنَّ فعله ....... ,على وزن (أفعل) الذي مؤنَّثه على وزن (فعلاء) . ,غير ثلاثيٍّ,مبنيٌّ للمجهول,غير قابل للتفاوت,إذا دلَّ الفعل على لونٍ أو عيبٍ (الوصف منه على وزن [أفعل ] الذي مؤنَّثه على وزن [فعلاء ]) تعجَّبنا منه بطريقةٍ غير مباشرةٍ. ,تطبيقي,,الميزان الصرفي
9720,تطبيق نحو,11624,11,ما قبل الثالث الثانوي,,2,متوسط,عاملَنا ....... معاملةً حسنةً. ,المعلِّمون ,المعلِّمِين ,المعلِّمَين ,المعلِّمِ ,إعراب كلمة (المعلِّمون) : فاعل مرفوع، وعلامة الرفع الواو؛ لأنَّها جمع مذكَّر سالم. ,تطبيقي,,إعراب المثنى والجموع بأنواعها
9721,تطبيق نحو,11290,11,ما قبل الثالث الثانوي,,2,متوسط,كنتم خير أمَّة أُخرِجت للناس  . جملة (أُخرِجت للناس) وقعت ....... ,نعتًا,حالا,خبرًا لـ (كنتم) ,مضافًا إليه,الجمل بعد النكرات صفات، وبعد المعارف أحوال. ,تطبيقي,,كان وأخواتها
9722,تطبيق نحو,11234,11,ما قبل الثالث الثانوي,,2,متوسط,رب أخٍ لك لم تلده أمُّكَ. جملة (لم تلده أمُّكَ) وقعت: ,في محلِّ رفع خبر,في محلِّ رفع نعت,في محلِّ جرٍّ نعت,في محلِّ نصب حال,الجملة وقعت خبرًا للمبتدأ المجرور لفظًا المرفوع محلا (كلمة [أخ ]) .,تطبيقي,,الجمل التي لها (وليس لها) محل من الإعراب
9723,تطبيق نحو,10847,11,ما قبل الثالث الثانوي,,2,متوسط,حبَّذا المتعاونون. إعراب كلمة (المتعاونون) : ,مبتدأ,خبر,مبتدأ، أو خبر,مضاف إليه ,المخصوص بالمدح يكون مرفوعًا، وهو يُعرَب مع (حبَّذا) و (لا حبَّذا) مبتدأ مرفوعًا. ,تطبيقي,,إعراب المثنى والجموع بأنواعها
9724,تطبيق نحو,11672,11,ما قبل الثالث الثانوي,,2,متوسط,إنَّ مدينة القدس اليوم محتلَّةٌ من اليهود. نوع خبر (إنَّ) في الجملة: ,مفرد ,جملة فعليَّة ,جملة اسميَّة ,شبه جملة ,خبر (إنَّ) في الجملة هو كلمة (محتلَّة) . ,تطبيقي,,إن وأخواتها
9725,تطبيق نحو,11017,11,ما قبل الثالث الثانوي,,2,متوسط,متى تستقم يرضَ الله عنكَ. الفعل المضارع (تستقم) : ,مجزوم بالسكون,مجزوم بحذف النون,مرفوع بالضمة الظاهرة,مجزوم بحذف حرف العلَّة,الفعل المضارع (تستقم) مجزوم بالسكون (وهو فعل الشرط، وحُذِفت الياء لعدم تجاور حرفَين ساكنَين) . ,قواعد نظرية,,جزم الفعل المضارع للمرحلة الثانوية
9726,تطبيق نحو,11727,11,ما قبل الثالث الثانوي,,2,متوسط,التلميذ الذي يؤدِّي واجبه محبوب. النعت في الجملة هو: ,الذي ,يؤدِّي ,واجبه ,محبوب ,إعراب (الذي) : اسم موصول مبنيٌّ في محلِّ رفع نعت. ,تطبيقي,,النعت المفرد، وغير المفرد
9727,تطبيق نحو,11799,11,ما قبل الثالث الثانوي,,2,متوسط,كنتم حريصِين على الحقِّ – كنتم على الحقِّ حريصِين. ,الخبر في الجملتَين نوعه: مفرد ,الخبر في الجملة الأولى نوعه: مفرد، وفي الثانية نوعه: شبه جملة ,الخبر في الجملة الأولى نوعه: شبه جملة، وفي الثانية نوعه: مفرد ,الخبر في الجملتَين نوعه: شبه جملة ,خبر (كنتم) في الجملتَين نوعه: مفرد.,تطبيقي,,أنواع الخبر
9728,تطبيق نحو,11638,11,ما قبل الثالث الثانوي,,2,متوسط,البترول (مستخرج) من الصحراء – الصحراء (مستخرج) البترول. ,الكلمة الأولى اسم مفعول، والثانية اسم مكان ,الكلمة الأولى اسم مكان، والثانية اسم مفعول ,الكلمتان اسما مكان ,الكلمتان اسما زمان ,اسما الزمان والمكان غير الثلاثيَّين يُصاغَان بنفس طريقة صياغة اسم المفعول غير الثلاثيِّ. ,تطبيقي,,اسما الزمان والمكان
9729,تطبيق نحو,11135,11,ما قبل الثالث الثانوي,,2,متوسط,من أدوات نصب الفعل المضارع: ,أن – لن – حتى - لام التعليل ,أن – لم – حتى - لام التعليل,أن – لن – حتى - لام الأمر,أن – لن - (لا) الناهية - لام التعليل ,(لم) و (لام الأمر) أداتان من أدوات جزم الفعل المضارع، و (لا) النافية لا تؤثِّر في الفعل المضارع. ,قواعد نظرية,,نصب الفعل المضارع للمرحلة الثانوية
9730,تطبيق نحو,11080,11,ما قبل الثالث الثانوي,,2,متوسط,إن ....... بالسباق تنل المكافأة. ,تفز,تفوز,تفوزا,تفوزوا,الفعل المضارع (تفز) مجزوم بالسكون، وحُذِفت الواو لعدم تجاوُر حرفَين ساكنَين. ,تطبيقي,,إن وأخواتها
9731,تطبيق نحو,11082,11,ما قبل الثالث الثانوي,,2,متوسط,المصدر من الفعل الماضي (تقارَبَ) هو ....... ,تقارُب,تقرُّب ,تقريب,اقتراب ,المصدر من الفعل الماضي الخماسيِّ (تقارَبَ) هو (تقارُب) . ,قواعد نظرية,,المصادر
9732,تطبيق نحو,10904,11,ما قبل الثالث الثانوي,,2,متوسط,علامة نصب الأسماء الخمسة هي: ,الألف,الواو,الفتحة,الياء ,الأسماء الخمسة تُرفَع بالواو، وتُنصَب بالألف، وتُجَرُّ بالياء. ,قواعد نظرية,,الأسماء الخمسة
9733,تطبيق نحو,11818,11,ما قبل الثالث الثانوي,,2,متوسط,أنتَ (تفتح) النافذة – (تفتَّح) الزهر. ,الفعل الأوَّل متعدٍّ، والثاني لازم ,الفعل الأوَّل لازم، والثاني متعدٍّ ,الفعلان لازمان ,الفعلان متعدِّيان ,الفعل الأوَّل متعدٍّ لمفعولٍ واحدٍ، والثاني فعل لازم. ,قواعد نظرية,,الفعل التام، والفعل الناقص
9734,تطبيق نحو,11776,11,ما قبل الثالث الثانوي,,2,متوسط,ما أعظمكَ إن صدقتَ. حقيقة واحدة ممَّا يلي غير صحيحة: ,هذه الجملة جملة اسميَّة، والخبر فيها هو جملة (صدقتَ) ,هذه الجملة جملة اسميَّة، والخبر فيها هو جملة (أعظمكَ) ,كلمة (أعظم) مبنيَّة ,كاف الخطاب في كلمة (أعظمكَ) مبنيَّة في محلِّ نصب ,صيغة (ما أفعله) جملة اسميَّة، والخبر في الجملة هو كلمة (أعظمكَ) . ,قواعد نظرية,,الجمل التي لها (وليس لها) محل من الإعراب
